timestamp,voltage,current,power,ssr_state
2025-11-17 00:00:00+00:00,5.82,0.18,1.05,1
2025-11-17 00:01:00+00:00,5.9,0.26,1.53,1
2025-11-17 00:02:00+00:00,6.18,0.34,2.1,1
2025-11-17 00:03:00+00:00,6.14,0.16,0.98,1
2025-11-17 00:04:00+00:00,6.02,0.16,0.96,1
2025-11-17 00:05:00+00:00,5.83,0.18,1.05,1
2025-11-17 00:06:00+00:00,5.84,0.29,1.69,1
2025-11-17 00:07:00+00:00,6.18,0.37,2.29,1
2025-11-17 00:08:00+00:00,6.08,0.22,1.34,1
2025-11-17 00:09:00+00:00,6.24,0.29,1.81,1
2025-11-17 00:10:00+00:00,5.9,0.18,1.06,1
2025-11-17 00:11:00+00:00,6.05,0.22,1.33,1
2025-11-17 00:12:00+00:00,6.15,0.36,2.21,1
2025-11-17 00:13:00+00:00,6.2,0.18,1.12,1
2025-11-17 00:14:00+00:00,6.04,0.32,1.93,1
2025-11-17 00:15:00+00:00,5.96,0.4,2.38,1
2025-11-17 00:16:00+00:00,5.94,0.23,1.37,1
2025-11-17 00:17:00+00:00,6.17,0.35,2.16,1
2025-11-17 00:18:00+00:00,6.390000000000001,0.0,0.0,0
2025-11-17 00:19:00+00:00,6.26,0.0,0.0,0
2025-11-17 00:20:00+00:00,6.45,0.0,0.0,0
2025-11-17 00:21:00+00:00,6.32,0.0,0.0,0
2025-11-17 00:22:00+00:00,6.2700000000000005,0.0,0.0,0
2025-11-17 00:23:00+00:00,6.44,0.0,0.0,0
2025-11-17 00:24:00+00:00,6.37,0.0,0.0,0
2025-11-17 00:25:00+00:00,6.37,0.0,0.0,0
2025-11-17 00:26:00+00:00,6.27,0.0,0.0,0
2025-11-17 00:27:00+00:00,6.36,0.0,0.0,0
2025-11-17 00:28:00+00:00,6.3,0.0,0.0,0
2025-11-17 00:29:00+00:00,6.34,0.0,0.0,0
2025-11-17 00:30:00+00:00,6.29,0.0,0.0,0
2025-11-17 00:31:00+00:00,6.37,0.0,0.0,0
2025-11-17 00:32:00+00:00,6.26,0.0,0.0,0
2025-11-17 00:33:00+00:00,6.3100000000000005,0.0,0.0,0
2025-11-17 00:34:00+00:00,6.44,0.0,0.0,0
2025-11-17 00:35:00+00:00,6.38,0.0,0.0,0
2025-11-17 00:36:00+00:00,6.3,0.0,0.0,0
2025-11-17 00:37:00+00:00,6.49,0.0,0.0,0
2025-11-17 00:38:00+00:00,6.45,0.0,0.0,0
2025-11-17 00:39:00+00:00,6.41,0.0,0.0,0
2025-11-17 00:40:00+00:00,6.45,0.0,0.0,0
2025-11-17 00:41:00+00:00,6.33,0.0,0.0,0
2025-11-17 00:42:00+00:00,6.3100000000000005,0.0,0.0,0
2025-11-17 00:43:00+00:00,6.41,0.0,0.0,0
2025-11-17 00:44:00+00:00,6.46,0.0,0.0,0
2025-11-17 00:45:00+00:00,6.34,0.0,0.0,0
2025-11-17 00:46:00+00:00,6.36,0.0,0.0,0
2025-11-17 00:47:00+00:00,6.29,0.0,0.0,0
2025-11-17 00:48:00+00:00,6.01,0.26,1.56,1
2025-11-17 00:49:00+00:00,6.260000000000001,0.3,1.88,1
2025-11-17 00:50:00+00:00,6.220000000000001,0.29,1.8,1
2025-11-17 00:51:00+00:00,6.15,0.32,1.97,1
2025-11-17 00:52:00+00:00,5.87,0.33,1.94,1
2025-11-17 00:53:00+00:00,5.99,0.31,1.86,1
2025-11-17 00:54:00+00:00,6.1000000000000005,0.35,2.14,1
2025-11-17 00:55:00+00:00,6.09,0.34,2.07,1
2025-11-17 00:56:00+00:00,5.9,0.14,0.83,1
2025-11-17 00:57:00+00:00,5.91,0.21,1.24,1
2025-11-17 00:58:00+00:00,6.239999999999999,0.21,1.31,1
2025-11-17 00:59:00+00:00,6.14,0.3,1.84,1
2025-11-17 01:00:00+00:00,6.06,0.19,1.15,1
2025-11-17 01:01:00+00:00,5.97,0.26,1.55,1
2025-11-17 01:02:00+00:00,5.99,0.28,1.68,1
2025-11-17 01:03:00+00:00,6.0,0.21,1.26,1
2025-11-17 01:04:00+00:00,6.25,0.21,1.31,1
2025-11-17 01:05:00+00:00,6.33,0.0,0.0,0
2025-11-17 01:06:00+00:00,6.29,0.0,0.0,0
2025-11-17 01:07:00+00:00,6.43,0.0,0.0,0
2025-11-17 01:08:00+00:00,6.45,0.0,0.0,0
2025-11-17 01:09:00+00:00,6.38,0.0,0.0,0
2025-11-17 01:10:00+00:00,6.44,0.0,0.0,0
2025-11-17 01:11:00+00:00,6.449999999999999,0.0,0.0,0
2025-11-17 01:12:00+00:00,6.42,0.0,0.0,0
2025-11-17 01:13:00+00:00,6.29,0.0,0.0,0
2025-11-17 01:14:00+00:00,6.510000000000001,0.0,0.0,0
2025-11-17 01:15:00+00:00,6.46,0.0,0.0,0
2025-11-17 01:16:00+00:00,6.41,0.0,0.0,0
2025-11-17 01:17:00+00:00,6.33,0.0,0.0,0
2025-11-17 01:18:00+00:00,6.380000000000001,0.0,0.0,0
2025-11-17 01:19:00+00:00,6.48,0.0,0.0,0
2025-11-17 01:20:00+00:00,6.19,0.38,2.35,1
2025-11-17 01:21:00+00:00,6.0,0.38,2.28,1
2025-11-17 01:22:00+00:00,5.92,0.35,2.07,1
2025-11-17 01:23:00+00:00,5.94,0.15,0.89,1
2025-11-17 01:24:00+00:00,5.98,0.31,1.85,1
2025-11-17 01:25:00+00:00,5.97,0.36,2.15,1
2025-11-17 01:26:00+00:00,5.81,0.17,0.99,1
2025-11-17 01:27:00+00:00,6.12,0.32,1.96,1
2025-11-17 01:28:00+00:00,6.28,0.37,2.32,1
2025-11-17 01:29:00+00:00,6.1,0.23,1.4,1
2025-11-17 01:30:00+00:00,6.1,0.16,0.98,1
2025-11-17 01:31:00+00:00,6.12,0.37,2.26,1
2025-11-17 01:32:00+00:00,6.010000000000001,0.19,1.14,1
2025-11-17 01:33:00+00:00,6.15,0.36,2.21,1
2025-11-17 01:34:00+00:00,5.87,0.26,1.53,1
2025-11-17 01:35:00+00:00,6.45,0.0,0.0,0
2025-11-17 01:36:00+00:00,6.4,0.0,0.0,0
2025-11-17 01:37:00+00:00,6.35,0.0,0.0,0
2025-11-17 01:38:00+00:00,6.31,0.0,0.0,0
2025-11-17 01:39:00+00:00,6.460000000000001,0.0,0.0,0
2025-11-17 01:40:00+00:00,6.369999999999999,0.0,0.0,0
2025-11-17 01:41:00+00:00,6.489999999999999,0.0,0.0,0
2025-11-17 01:42:00+00:00,6.4,0.0,0.0,0
2025-11-17 01:43:00+00:00,6.34,0.0,0.0,0
2025-11-17 01:44:00+00:00,6.37,0.0,0.0,0
2025-11-17 01:45:00+00:00,6.46,0.0,0.0,0
2025-11-17 01:46:00+00:00,6.39,0.0,0.0,0
2025-11-17 01:47:00+00:00,6.2700000000000005,0.0,0.0,0
2025-11-17 01:48:00+00:00,6.28,0.0,0.0,0
2025-11-17 01:49:00+00:00,6.51,0.0,0.0,0
2025-11-17 01:50:00+00:00,6.36,0.0,0.0,0
2025-11-17 01:51:00+00:00,6.44,0.0,0.0,0
2025-11-17 01:52:00+00:00,6.279999999999999,0.0,0.0,0
2025-11-17 01:53:00+00:00,6.33,0.0,0.0,0
2025-11-17 01:54:00+00:00,6.35,0.0,0.0,0
2025-11-17 01:55:00+00:00,6.44,0.0,0.0,0
2025-11-17 01:56:00+00:00,6.36,0.0,0.0,0
2025-11-17 01:57:00+00:00,6.35,0.0,0.0,0
2025-11-17 01:58:00+00:00,6.41,0.0,0.0,0
2025-11-17 01:59:00+00:00,6.31,0.0,0.0,0
2025-11-17 02:00:00+00:00,6.39,0.0,0.0,0
2025-11-17 02:01:00+00:00,6.22,0.0,0.0,0
2025-11-17 02:02:00+00:00,6.5,0.0,0.0,0
2025-11-17 02:03:00+00:00,6.39,0.0,0.0,0
2025-11-17 02:04:00+00:00,6.33,0.0,0.0,0
2025-11-17 02:05:00+00:00,6.4,0.0,0.0,0
2025-11-17 02:06:00+00:00,6.48,0.0,0.0,0
2025-11-17 02:07:00+00:00,6.43,0.0,0.0,0
2025-11-17 02:08:00+00:00,6.2700000000000005,0.0,0.0,0
2025-11-17 02:09:00+00:00,6.470000000000001,0.0,0.0,0
2025-11-17 02:10:00+00:00,6.3,0.0,0.0,0
2025-11-17 02:11:00+00:00,6.49,0.0,0.0,0
2025-11-17 02:12:00+00:00,6.29,0.0,0.0,0
2025-11-17 02:13:00+00:00,6.3500000000000005,0.0,0.0,0
2025-11-17 02:14:00+00:00,6.48,0.0,0.0,0
2025-11-17 02:15:00+00:00,6.329999999999999,0.0,0.0,0
2025-11-17 02:16:00+00:00,6.08,0.36,2.19,1
2025-11-17 02:17:00+00:00,6.13,0.18,1.1,1
2025-11-17 02:18:00+00:00,6.01,0.15,0.9,1
2025-11-17 02:19:00+00:00,5.91,0.18,1.06,1
2025-11-17 02:20:00+00:00,5.94,0.2,1.19,1
2025-11-17 02:21:00+00:00,6.029999999999999,0.24,1.45,1
2025-11-17 02:22:00+00:00,5.87,0.18,1.06,1
